song_id,filename
262,10000Hours_10s.wav
262,10000Hours_20s.wav
262,10000Hours_30s.wav
168,7Years_10s.wav
168,7Years_20s.wav
168,7Years_30s.wav
38,Faded_10s.wav
38,Faded_20s.wav
38,Faded_30s.wav
15,BitterSweetSymphony_10s.wav
15,BitterSweetSymphony_20s.wav
15,BitterSweetSymphony_30s.wav
30,BlindingLights_10s.wav
30,BlindingLights_20s.wav
30,BlindingLights_30s.wav
216,CantStopTheFeeling_10s.wav
216,CantStopTheFeeling_20s.wav
216,CantStopTheFeeling_30s.wav
154,CastleOnTheHill_10s.wav
154,CastleOnTheHill_20s.wav
154,CastleOnTheHill_30s.wav
201,Closer_10s.wav
201,Closer_20s.wav
201,Closer_30s.wav
206,DanceMonkey_10s.wav
206,DanceMonkey_20s.wav
206,DanceMonkey_30s.wav
50,Diamonds_10s.wav
50,Diamonds_20s.wav
50,Diamonds_30s.wav
138,DontLetMeDown_10s.wav
138,DontLetMeDown_20s.wav
138,DontLetMeDown_30s.wav
151,DragMeDown_10s.wav
151,DragMeDown_20s.wav
151,DragMeDown_30s.wav
112,Dynamite_10s.wav
112,Dynamite_20s.wav
112,Dynamite_30s.wav
223,LaVieEnRose_10s.wav
223,LaVieEnRose_20s.wav
223,LaVieEnRose_30s.wav
66,LoveMeTender_10s.wav
66,LoveMeTender_20s.wav
66,LoveMeTender_30s.wav
59,EtSiTuNExistaisPas_10s.wav
59,EtSiTuNExistaisPas_20s.wav
59,EtSiTuNExistaisPas_30s.wav
42,FakeLove_10s.wav
42,FakeLove_20s.wav
42,FakeLove_30s.wav
16,GameOfThronesViolin_10s.wav
16,GameOfThronesViolin_20s.wav
16,GameOfThronesViolin_30s.wav
88,HanyaRindu_10s.wav
88,HanyaRindu_20s.wav
88,HanyaRindu_30s.wav
173,Happier_10s.wav
173,Happier_20s.wav
173,Happier_30s.wav
139,HowYouLikeThat_10s.wav
139,HowYouLikeThat_20s.wav
139,HowYouLikeThat_30s.wav
267,HymnForTheWeekend_10s.wav
267,HymnForTheWeekend_20s.wav
267,HymnForTheWeekend_30s.wav
210,IReallyLikeYou_10s.wav
210,IReallyLikeYou_20s.wav
210,IReallyLikeYou_30s.wav
245,IceCream_10s.wav
245,IceCream_20s.wav
245,IceCream_30s.wav
220,LetItSnowLetItSnowLetItSnow_10s.wav
220,LetItSnowLetItSnowLetItSnow_20s.wav
220,LetItSnowLetItSnowLetItSnow_30s.wav
2,FallingDown_10s.wav
2,FallingDown_20s.wav
2,FallingDown_30s.wav
144,InTheEnd_10s.wav
144,InTheEnd_20s.wav
144,InTheEnd_30s.wav
158,CrossingField_10s.wav
158,CrossingField_20s.wav
158,CrossingField_30s.wav
181,LoveThemeFromFlashdance_10s.wav
181,LoveThemeFromFlashdance_20s.wav
181,LoveThemeFromFlashdance_30s.wav
84,MeMyselfAndI_10s.wav
84,MeMyselfAndI_20s.wav
84,MeMyselfAndI_30s.wav
116,Mood_10s.wav
116,Mood_20s.wav
116,Mood_30s.wav
61,RondoAllaTurca_10s.wav
61,RondoAllaTurca_20s.wav
61,RondoAllaTurca_30s.wav
69,MozartSerenadeinGMajor_10s.wav
69,MozartSerenadeinGMajor_20s.wav
69,MozartSerenadeinGMajor_30s.wav
251,MyHeartWillGoOn_10s.wav
251,MyHeartWillGoOn_20s.wav
251,MyHeartWillGoOn_30s.wav
246,OldTownRoad_10s.wav
246,OldTownRoad_20s.wav
246,OldTownRoad_30s.wav
162,GonnaFlyNow_10s.wav
162,GonnaFlyNow_20s.wav
162,GonnaFlyNow_30s.wav
218,RollingInTheDeep_10s.wav
218,RollingInTheDeep_20s.wav
218,RollingInTheDeep_30s.wav
215,SeeYouAgain_10s.wav
215,SeeYouAgain_20s.wav
215,SeeYouAgain_30s.wav
258,Senorita_10s.wav
258,Senorita_20s.wav
258,Senorita_30s.wav
241,Stitches_10s.wav
241,Stitches_20s.wav
241,Stitches_30s.wav
9,Sugar_10s.wav
9,Sugar_20s.wav
9,Sugar_30s.wav
67,Sunflower_10s.wav
67,Sunflower_20s.wav
67,Sunflower_30s.wav
255,SwanLake_10s.wav
255,SwanLake_20s.wav
255,SwanLake_30s.wav
253,SweetButPsycho_10s.wav
253,SweetButPsycho_20s.wav
253,SweetButPsycho_30s.wav
189,UptownFunk_10s.wav
189,UptownFunk_20s.wav
189,UptownFunk_30s.wav
135,WildestDreams_10s.wav
135,WildestDreams_20s.wav
135,WildestDreams_30s.wav
22,YesSirICanBoogie_10s.wav
22,YesSirICanBoogie_20s.wav
22,YesSirICanBoogie_30s.wav
184,Yesterday_10s.wav
184,Yesterday_20s.wav
184,Yesterday_30s.wav
192,YoungAndBeautiful_10s.wav
192,YoungAndBeautiful_20s.wav
192,YoungAndBeautiful_30s.wav
5,Youngblood_10s.wav
5,Youngblood_20s.wav
5,Youngblood_30s.wav
46,At_My_Worst_10s.wav
46,At_My_Worst_20s.wav
46,At_My_Worst_30s.wav
102,A_Million_on_My_Soul_(Radio_Edit)_10s.wav
102,A_Million_on_My_Soul_(Radio_Edit)_20s.wav
102,A_Million_on_My_Soul_(Radio_Edit)_30s.wav
99,bad_guy_(Official_Music_Video)_10s.wav
99,bad_guy_(Official_Music_Video)_20s.wav
99,bad_guy_(Official_Music_Video)_30s.wav
132,Be_Alright_(Official_Video)_10s.wav
132,Be_Alright_(Official_Video)_20s.wav
132,Be_Alright_(Official_Video)_30s.wav
160,breathin_10s.wav
160,breathin_20s.wav
160,breathin_30s.wav
